------ Begin Next Fly'm ------
Running custom Workbench.lua
Extraction delay: 0.3
0.745129,420
0.743201,420
0.744811,420
0.746099,420
0.746368,420
0.745329,420
0.743519,420
0.745377,420
0.745027,420
0.742013,420
0.743106,420
0.745281,420
0.746595,420
0.445286,66
0.743473,420
0.446241,66
0.745834,420
0.743854,420
0.745505,420
0.745277,420
0.744467,420
0.745356,420
0.745351,420
0.747866,420
0.744868,420
0.748376,420
0.745865,420
0.748008,420
0.744373,420
0.743436,420
0.744845,420
0.743233,420
0.746328,420
0.747602,420
0.746114,420
0.744719,420
0.747087,420
0.745529,420
0.744917,420
0.744222,420
0.744694,420
0.744419,420
0.742774,420
0.444861,66
0.745013,420
0.749215,420
0.743495,420
0.745746,420
0.746714,420
0.745504,420
0.743534,420
0.747003,420
0.744079,420
0.445238,66
0.746879,420
0.743096,420
0.746702,420
0.744153,420
0.743391,420
0.74451,420
0.744497,420
0.747542,420
0.746818,420
0.746634,420
0.745462,420
0.445086,66
0.74552,420
0.746241,420
0.746816,420
0.743711,420
0.74472,420
0.745887,420
0.744408,420
0.743208,420
0.745463,420
0.746421,420
0.744554,420
0.743853,420
0.745256,420
0.744416,420
0.743185,420
0.743675,420
0.745562,420
0.748726,420
0.747554,420
0.746505,420
0.744138,420
0.74501,420
0.74434,420
0.745852,420
0.746824,420
0.745122,420
0.744139,420
0.744532,420
0.745337,420
0.742546,420
0.746753,420
0.746714,420
0.745476,420
0.744526,420
0.744514,420
0.744205,420
0.743974,420
0.747912,420
0.746958,420
0.743094,420
0.743925,420
0.746086,420
0.74563,420
0.742471,420
0.446605,66
0.745128,420
0.748401,420
0.744276,420
0.743535,420
0.742229,420
0.745933,420
0.744637,420
0.74659,420
0.744504,420
0.745636,420
0.744853,420
0.743649,420
0.44437,66
0.744398,420
0.746145,420
0.74412,420
0.743371,420
0.745029,420
0.74405,420
0.745678,420
0.444441,66
0.743933,420
0.745949,420
0.744144,420
0.744105,420
0.747293,420
0.74492,420
0.745203,420
0.747429,420
0.74743,420
0.748196,420
0.742231,420
0.746415,420
0.744295,420
0.744696,420
0.743805,420
0.743084,420
0.744233,420
0.748142,420
0.746199,420
0.445716,66
0.741828,420
0.746482,420
0.745104,420
0.746522,420
0.745353,420
0.743373,420
0.743426,420
0.745454,420
0.745849,420
0.745947,420
0.744562,420
0.445081,66
0.745529,420
0.743985,420
0.744801,420
0.745448,420
0.743655,420
0.743702,420
0.744006,420
0.746524,420
0.744672,420
0.746177,420
0.742324,420
0.745841,420
0.746591,420
0.743481,420
0.444045,66
0.74468,420
0.745357,420
0.743526,420
0.746203,420
0.744619,420
0.744709,420
0.746255,420
0.741768,420
0.74327,420
0.742711,420
0.745465,420
0.746462,420
0.744768,420
0.744338,420
0.747416,420
0.746156,420
0.745292,420
0.746669,420
0.745899,420
0.744103,420
0.745742,420
0.74487,420
0.742126,420
0.743422,420
0.745142,420
0.742723,420
0.743576,420
0.745991,420
0.445796,66
0.746341,420
0.742761,420
0.74535,420
0.742747,420
0.743332,420
0.743943,420
0.743936,420
0.744178,420
0.742326,420
0.745446,420
0.745243,420
0.745225,420
0.741135,420
0.44732,66
0.747637,420
0.745116,420
0.745564,420
0.748289,420
0.745799,420
0.742946,420
0.743612,420
0.744825,420
0.743626,420
0.742307,420
0.744912,420
0.74797,420
0.746556,420
0.747877,420
0.745259,420
0.744556,420
0.743382,420
0.746497,420
0.74618,420
0.745294,420
0.74665,420
0.745006,420
0.744324,420
0.744518,420
0.746767,420
0.747789,420
0.745223,420
0.743603,420
0.743688,420
0.445847,66
0.744853,420
0.745377,420
0.746753,420
0.744058,420
0.746144,420
0.745102,420
0.747168,420
0.745284,420
0.746176,420
0.742711,420
0.743891,420
0.745926,420
0.745987,420
0.747675,420
0.744141,420
0.747162,420
0.745695,420
0.747772,420
0.74457,420
0.747673,420
0.746848,420
0.74432,420
0.744169,420
0.745857,420
0.74901,420
0.7417,420
0.746159,420
0.744798,420
0.745168,420
0.744256,420
0.743863,420
0.743457,420
0.745706,420
0.742868,420
0.743076,420
0.744894,420
0.745639,420
0.743792,420
0.744304,420
0.745895,420
0.744694,420
0.745091,420
0.445916,66
0.444848,66
0.743717,420
0.745815,420
0.743117,420
0.743189,420
0.744158,420
0.746952,420
0.74454,420
0.745662,420
0.742325,420
0.746821,420
0.743853,420
0.745734,420
0.744874,420
0.745105,420
0.749217,420
0.742755,420
0.744666,420
0.74431,420
0.744752,420
0.741115,420
0.743908,420
0.746863,420
0.745792,420
0.743275,420
0.747097,420
0.745816,420
0.742417,420
0.746899,420
0.745766,420
0.744394,420
0.745119,420
0.743812,420
0.746203,420
0.745691,420
0.741888,420
0.745631,420
0.747218,420
0.743073,420
0.902652,420
0.906377,420
0.904478,420
0.903378,420
0.901476,420
0.905072,420
0.905833,420
0.906782,420
0.904013,420
0.905428,420
0.904213,420
0.487225,66
0.488733,66
0.901552,420
0.903366,420
0.907093,420
0.905429,420
0.905133,420
0.903304,420
0.903345,420
0.903373,420
0.902038,420
0.903178,420
0.902523,420
0.90418,420
0.905694,420
0.903783,420
0.902105,420
0.903254,420
0.906376,420
0.489594,66
0.905282,420
0.902506,420
0.904163,420
0.903217,420
0.900662,420
0.902587,420
0.90163,420
0.905101,420
0.905325,420
0.903333,420
0.906232,420
0.902365,420
0.904314,420
0.904663,420
0.903361,420
0.906569,420
0.90451,420
0.903903,420
0.901065,420
0.90311,420
0.905954,420
0.902164,420
0.904061,420
0.906689,420
0.903293,420
0.90624,420
0.903463,420
0.905687,420
0.907777,420
0.901667,420
0.903282,420
0.904386,420
0.905517,420
0.902751,420
0.903806,420
0.902814,420
0.902346,420
0.905968,420
0.903263,420
